sentence_id	category	sentence	sentiment	ner_tags
1090587:1	drinks prices	If you ' ve ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O
1090587:1	restaurant prices	If you ' ve ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O
1090587:1	restaurant miscellaneous	If you ' ve ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O
1090587:1	ambience general	If you ' ve ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O
1090587:1	food prices	If you ' ve ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O
1090587:1	location general	If you ' ve ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer .	positive	O O O O O O O O O O O O O O O O O O O T O O O O O O O
1090587:1	drinks quality	If you ' ve ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O
1090587:2	restaurant general	Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
1090587:2	service general	Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening .	positive	O O O O T O O O O O O O O O O O O O O O O O O
1090587:2	food quality	Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening .	positive	O O O O O O O T O O O O O O O O O O O O O O O
1090587:2	food style_options	Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
1090587:2	drinks style_options	Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
1090587:2	drinks prices	Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
1090587:2	restaurant prices	Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
1090587:2	restaurant miscellaneous	Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
1090587:2	ambience general	Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
1090587:2	food prices	Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening .	positive	O O O O O O O T O O O O O O O O O O O O O O O
1090587:2	location general	Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
1090587:2	drinks quality	Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
1090587:3	restaurant general	The lava cake dessert was incredible and I recommend it .	N/A	O O O O O O O O O O O
1090587:3	service general	The lava cake dessert was incredible and I recommend it .	N/A	O O O O O O O O O O O
1090587:3	food quality	The lava cake dessert was incredible and I recommend it .	positive	O T T T O O O O O O O
1090587:3	food style_options	The lava cake dessert was incredible and I recommend it .	N/A	O O O O O O O O O O O
1090587:3	drinks style_options	The lava cake dessert was incredible and I recommend it .	N/A	O O O O O O O O O O O
1090587:3	drinks prices	The lava cake dessert was incredible and I recommend it .	N/A	O O O O O O O O O O O
1090587:3	restaurant prices	The lava cake dessert was incredible and I recommend it .	N/A	O O O O O O O O O O O
1090587:3	restaurant miscellaneous	The lava cake dessert was incredible and I recommend it .	N/A	O O O O O O O O O O O
1090587:3	ambience general	The lava cake dessert was incredible and I recommend it .	N/A	O O O O O O O O O O O
1090587:3	food prices	The lava cake dessert was incredible and I recommend it .	N/A	O O O O O O O O O O O
1090587:3	location general	The lava cake dessert was incredible and I recommend it .	N/A	O O O O O O O O O O O
1090587:3	drinks quality	The lava cake dessert was incredible and I recommend it .	N/A	O O O O O O O O O O O
1102681:0	restaurant general	Once you step into Cosette , you ' re miraculously in a small , off - the - beaten path Parisian bistro .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
1102681:0	service general	Once you step into Cosette , you ' re miraculously in a small , off - the - beaten path Parisian bistro .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
1102681:0	food quality	Once you step into Cosette , you ' re miraculously in a small , off - the - beaten path Parisian bistro .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
1102681:0	food style_options	Once you step into Cosette , you ' re miraculously in a small , off - the - beaten path Parisian bistro .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
1102681:0	drinks style_options	Once you step into Cosette , you ' re miraculously in a small , off - the - beaten path Parisian bistro .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
1102681:0	drinks prices	Once you step into Cosette , you ' re miraculously in a small , off - the - beaten path Parisian bistro .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
1102681:0	restaurant prices	Once you step into Cosette , you ' re miraculously in a small , off - the - beaten path Parisian bistro .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
1102681:0	restaurant miscellaneous	Once you step into Cosette , you ' re miraculously in a small , off - the - beaten path Parisian bistro .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
1102681:0	ambience general	Once you step into Cosette , you ' re miraculously in a small , off - the - beaten path Parisian bistro .	positive	O O O O T O O O O O O O O O O O O O O O O O O
1102681:0	food prices	Once you step into Cosette , you ' re miraculously in a small , off - the - beaten path Parisian bistro .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
1102681:0	location general	Once you step into Cosette , you ' re miraculously in a small , off - the - beaten path Parisian bistro .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
1102681:0	drinks quality	Once you step into Cosette , you ' re miraculously in a small , off - the - beaten path Parisian bistro .	N/A	O O O O O O O O O O O O O O O O O O O O O O O
1102681:1	restaurant general	This tiny restaurant is as cozy as it gets , with that certain Parisian flair .	N/A	O O O O O O O O O O O O O O O O
1102681:1	service general	This tiny restaurant is as cozy as it gets , with that certain Parisian flair .	N/A	O O O O O O O O O O O O O O O O
1102681:1	food quality	This tiny restaurant is as cozy as it gets , with that certain Parisian flair .	N/A	O O O O O O O O O O O O O O O O
1102681:1	food style_options	This tiny restaurant is as cozy as it gets , with that certain Parisian flair .	N/A	O O O O O O O O O O O O O O O O
1102681:1	drinks style_options	This tiny restaurant is as cozy as it gets , with that certain Parisian flair .	N/A	O O O O O O O O O O O O O O O O
1102681:1	drinks prices	This tiny restaurant is as cozy as it gets , with that certain Parisian flair .	N/A	O O O O O O O O O O O O O O O O
1102681:1	restaurant prices	This tiny restaurant is as cozy as it gets , with that certain Parisian flair .	N/A	O O O O O O O O O O O O O O O O
1102681:1	restaurant miscellaneous	This tiny restaurant is as cozy as it gets , with that certain Parisian flair .	N/A	O O O O O O O O O O O O O O O O
1102681:1	ambience general	This tiny restaurant is as cozy as it gets , with that certain Parisian flair .	positive	O O T O O O O O O O O O O O O O
1102681:1	food prices	This tiny restaurant is as cozy as it gets , with that certain Parisian flair .	N/A	O O O O O O O O O O O O O O O O
1102681:1	location general	This tiny restaurant is as cozy as it gets , with that certain Parisian flair .	N/A	O O O O O O O O O O O O O O O O
1102681:1	drinks quality	This tiny restaurant is as cozy as it gets , with that certain Parisian flair .	N/A	O O O O O O O O O O O O O O O O
1102681:2	restaurant general	The food was average to above - average ; the French Onion soup filling yet not overly impressive , and the desserts not brilliant in any way .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1102681:2	service general	The food was average to above - average ; the French Onion soup filling yet not overly impressive , and the desserts not brilliant in any way .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1102681:2	food quality	The food was average to above - average ; the French Onion soup filling yet not overly impressive , and the desserts not brilliant in any way .	positive	O T O O O O O O O O O O O O O O O O O O O O O O O O O O
1102681:2	food quality	The food was average to above - average ; the French Onion soup filling yet not overly impressive , and the desserts not brilliant in any way .	negative	O O O O O O O O O O T T T O O O O O O O O T O O O O O O
1102681:2	food style_options	The food was average to above - average ; the French Onion soup filling yet not overly impressive , and the desserts not brilliant in any way .	positive	O O O O O O O O O O T T T O O O O O O O O O O O O O O O
1102681:2	drinks style_options	The food was average to above - average ; the French Onion soup filling yet not overly impressive , and the desserts not brilliant in any way .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1102681:2	drinks prices	The food was average to above - average ; the French Onion soup filling yet not overly impressive , and the desserts not brilliant in any way .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1102681:2	restaurant prices	The food was average to above - average ; the French Onion soup filling yet not overly impressive , and the desserts not brilliant in any way .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1102681:2	restaurant miscellaneous	The food was average to above - average ; the French Onion soup filling yet not overly impressive , and the desserts not brilliant in any way .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1102681:2	ambience general	The food was average to above - average ; the French Onion soup filling yet not overly impressive , and the desserts not brilliant in any way .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1102681:2	food prices	The food was average to above - average ; the French Onion soup filling yet not overly impressive , and the desserts not brilliant in any way .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1102681:2	location general	The food was average to above - average ; the French Onion soup filling yet not overly impressive , and the desserts not brilliant in any way .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1102681:2	drinks quality	The food was average to above - average ; the French Onion soup filling yet not overly impressive , and the desserts not brilliant in any way .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1102681:3	restaurant general	However , go for the ambience , and consider the food just a companion for a trip across the world !	N/A	O O O O O O O O O O O O O O O O O O O O O
1102681:3	service general	However , go for the ambience , and consider the food just a companion for a trip across the world !	N/A	O O O O O O O O O O O O O O O O O O O O O
1102681:3	food quality	However , go for the ambience , and consider the food just a companion for a trip across the world !	neutral	O O O O O O O O O O T O O O O O O O O O O
1102681:3	food style_options	However , go for the ambience , and consider the food just a companion for a trip across the world !	N/A	O O O O O O O O O O O O O O O O O O O O O
1102681:3	drinks style_options	However , go for the ambience , and consider the food just a companion for a trip across the world !	N/A	O O O O O O O O O O O O O O O O O O O O O
1102681:3	drinks prices	However , go for the ambience , and consider the food just a companion for a trip across the world !	N/A	O O O O O O O O O O O O O O O O O O O O O
1102681:3	restaurant prices	However , go for the ambience , and consider the food just a companion for a trip across the world !	N/A	O O O O O O O O O O O O O O O O O O O O O
1102681:3	restaurant miscellaneous	However , go for the ambience , and consider the food just a companion for a trip across the world !	N/A	O O O O O O O O O O O O O O O O O O O O O
1102681:3	ambience general	However , go for the ambience , and consider the food just a companion for a trip across the world !	positive	O O O O O T O O O O O O O O O O O O O O O
1102681:3	food prices	However , go for the ambience , and consider the food just a companion for a trip across the world !	N/A	O O O O O O O O O O O O O O O O O O O O O
1102681:3	location general	However , go for the ambience , and consider the food just a companion for a trip across the world !	N/A	O O O O O O O O O O O O O O O O O O O O O
1102681:3	drinks quality	However , go for the ambience , and consider the food just a companion for a trip across the world !	N/A	O O O O O O O O O O O O O O O O O O O O O
1118167:1	restaurant general	IT WAS HORRIBLE .	negative	O O O O
1118167:1	service general	IT WAS HORRIBLE .	N/A	O O O O
1118167:1	food quality	IT WAS HORRIBLE .	N/A	O O O O
1118167:1	food style_options	IT WAS HORRIBLE .	N/A	O O O O
1118167:1	drinks style_options	IT WAS HORRIBLE .	N/A	O O O O
1118167:1	drinks prices	IT WAS HORRIBLE .	N/A	O O O O
1118167:1	restaurant prices	IT WAS HORRIBLE .	N/A	O O O O
1118167:1	restaurant miscellaneous	IT WAS HORRIBLE .	N/A	O O O O
1118167:1	ambience general	IT WAS HORRIBLE .	N/A	O O O O
1118167:1	food prices	IT WAS HORRIBLE .	N/A	O O O O
1118167:1	location general	IT WAS HORRIBLE .	N/A	O O O O
1118167:1	drinks quality	IT WAS HORRIBLE .	N/A	O O O O
1118167:2	restaurant general	The pizza was delivered cold and the cheese wasn ' t even fully melted !	N/A	O O O O O O O O O O O O O O O
1118167:2	service general	The pizza was delivered cold and the cheese wasn ' t even fully melted !	N/A	O O O O O O O O O O O O O O O
1118167:2	food quality	The pizza was delivered cold and the cheese wasn ' t even fully melted !	negative	O T O O O O O T O O O O O O O
1118167:2	food style_options	The pizza was delivered cold and the cheese wasn ' t even fully melted !	N/A	O O O O O O O O O O O O O O O
1118167:2	drinks style_options	The pizza was delivered cold and the cheese wasn ' t even fully melted !	N/A	O O O O O O O O O O O O O O O
1118167:2	drinks prices	The pizza was delivered cold and the cheese wasn ' t even fully melted !	N/A	O O O O O O O O O O O O O O O
1118167:2	restaurant prices	The pizza was delivered cold and the cheese wasn ' t even fully melted !	N/A	O O O O O O O O O O O O O O O
1118167:2	restaurant miscellaneous	The pizza was delivered cold and the cheese wasn ' t even fully melted !	N/A	O O O O O O O O O O O O O O O
1118167:2	ambience general	The pizza was delivered cold and the cheese wasn ' t even fully melted !	N/A	O O O O O O O O O O O O O O O
1118167:2	food prices	The pizza was delivered cold and the cheese wasn ' t even fully melted !	N/A	O O O O O O O O O O O O O O O
1118167:2	location general	The pizza was delivered cold and the cheese wasn ' t even fully melted !	N/A	O O O O O O O O O O O O O O O
1118167:2	drinks quality	The pizza was delivered cold and the cheese wasn ' t even fully melted !	N/A	O O O O O O O O O O O O O O O
1118167:3	restaurant general	It looked like shredded cheese partly done - still in strips .	N/A	O O O O O O O O O O O O
1118167:3	service general	It looked like shredded cheese partly done - still in strips .	N/A	O O O O O O O O O O O O
1118167:3	food quality	It looked like shredded cheese partly done - still in strips .	N/A	O O O O O O O O O O O O
1118167:3	food style_options	It looked like shredded cheese partly done - still in strips .	negative	O O O O O O O O O O O O
1118167:3	drinks style_options	It looked like shredded cheese partly done - still in strips .	N/A	O O O O O O O O O O O O
1118167:3	drinks prices	It looked like shredded cheese partly done - still in strips .	N/A	O O O O O O O O O O O O
1118167:3	restaurant prices	It looked like shredded cheese partly done - still in strips .	N/A	O O O O O O O O O O O O
1118167:3	restaurant miscellaneous	It looked like shredded cheese partly done - still in strips .	N/A	O O O O O O O O O O O O
1118167:3	ambience general	It looked like shredded cheese partly done - still in strips .	N/A	O O O O O O O O O O O O
1118167:3	food prices	It looked like shredded cheese partly done - still in strips .	N/A	O O O O O O O O O O O O
1118167:3	location general	It looked like shredded cheese partly done - still in strips .	N/A	O O O O O O O O O O O O
1118167:3	drinks quality	It looked like shredded cheese partly done - still in strips .	N/A	O O O O O O O O O O O O
1119578:0	restaurant general	This has got to be one of the most overrated restaurants in Brooklyn .	negative	O O O O O O O O O O O O O O
1119578:0	service general	This has got to be one of the most overrated restaurants in Brooklyn .	N/A	O O O O O O O O O O O O O O
1119578:0	food quality	This has got to be one of the most overrated restaurants in Brooklyn .	N/A	O O O O O O O O O O O O O O
1119578:0	food style_options	This has got to be one of the most overrated restaurants in Brooklyn .	N/A	O O O O O O O O O O O O O O
1119578:0	drinks style_options	This has got to be one of the most overrated restaurants in Brooklyn .	N/A	O O O O O O O O O O O O O O
1119578:0	drinks prices	This has got to be one of the most overrated restaurants in Brooklyn .	N/A	O O O O O O O O O O O O O O
1119578:0	restaurant prices	This has got to be one of the most overrated restaurants in Brooklyn .	N/A	O O O O O O O O O O O O O O
1119578:0	restaurant miscellaneous	This has got to be one of the most overrated restaurants in Brooklyn .	N/A	O O O O O O O O O O O O O O
1119578:0	ambience general	This has got to be one of the most overrated restaurants in Brooklyn .	N/A	O O O O O O O O O O O O O O
1119578:0	food prices	This has got to be one of the most overrated restaurants in Brooklyn .	N/A	O O O O O O O O O O O O O O
1119578:0	location general	This has got to be one of the most overrated restaurants in Brooklyn .	N/A	O O O O O O O O O O O O O O
1119578:0	drinks quality	This has got to be one of the most overrated restaurants in Brooklyn .	N/A	O O O O O O O O O O O O O O
1119578:1	restaurant general	The pizza is overpriced and soggy .	N/A	O O O O O O O
1119578:1	service general	The pizza is overpriced and soggy .	N/A	O O O O O O O
1119578:1	food quality	The pizza is overpriced and soggy .	negative	O T O O O O O
1119578:1	food style_options	The pizza is overpriced and soggy .	N/A	O O O O O O O
1119578:1	drinks style_options	The pizza is overpriced and soggy .	N/A	O O O O O O O
1119578:1	drinks prices	The pizza is overpriced and soggy .	N/A	O O O O O O O
1119578:1	restaurant prices	The pizza is overpriced and soggy .	N/A	O O O O O O O
1119578:1	restaurant miscellaneous	The pizza is overpriced and soggy .	N/A	O O O O O O O
1119578:1	ambience general	The pizza is overpriced and soggy .	N/A	O O O O O O O
1119578:1	food prices	The pizza is overpriced and soggy .	negative	O T O O O O O
1119578:1	location general	The pizza is overpriced and soggy .	N/A	O O O O O O O
1119578:1	drinks quality	The pizza is overpriced and soggy .	N/A	O O O O O O O
1119578:2	restaurant general	Yes , they use fancy ingredients , but even fancy ingredients don ' t make for good pizza unless someone knows how to get the crust right .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1119578:2	service general	Yes , they use fancy ingredients , but even fancy ingredients don ' t make for good pizza unless someone knows how to get the crust right .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1119578:2	food quality	Yes , they use fancy ingredients , but even fancy ingredients don ' t make for good pizza unless someone knows how to get the crust right .	positive	O O O O O O O O O O T O O O O O O O O O O O O O O O O O
1119578:2	food quality	Yes , they use fancy ingredients , but even fancy ingredients don ' t make for good pizza unless someone knows how to get the crust right .	negative	O O O O O O O O O O O O O O O O O T O O O O O O O T O O
1119578:2	food style_options	Yes , they use fancy ingredients , but even fancy ingredients don ' t make for good pizza unless someone knows how to get the crust right .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1119578:2	drinks style_options	Yes , they use fancy ingredients , but even fancy ingredients don ' t make for good pizza unless someone knows how to get the crust right .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1119578:2	drinks prices	Yes , they use fancy ingredients , but even fancy ingredients don ' t make for good pizza unless someone knows how to get the crust right .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1119578:2	restaurant prices	Yes , they use fancy ingredients , but even fancy ingredients don ' t make for good pizza unless someone knows how to get the crust right .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1119578:2	restaurant miscellaneous	Yes , they use fancy ingredients , but even fancy ingredients don ' t make for good pizza unless someone knows how to get the crust right .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1119578:2	ambience general	Yes , they use fancy ingredients , but even fancy ingredients don ' t make for good pizza unless someone knows how to get the crust right .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1119578:2	food prices	Yes , they use fancy ingredients , but even fancy ingredients don ' t make for good pizza unless someone knows how to get the crust right .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1119578:2	location general	Yes , they use fancy ingredients , but even fancy ingredients don ' t make for good pizza unless someone knows how to get the crust right .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1119578:2	drinks quality	Yes , they use fancy ingredients , but even fancy ingredients don ' t make for good pizza unless someone knows how to get the crust right .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1119578:3	restaurant general	A big disappointment , all around .	negative	O O O O O O O
1119578:3	service general	A big disappointment , all around .	N/A	O O O O O O O
1119578:3	food quality	A big disappointment , all around .	N/A	O O O O O O O
1119578:3	food style_options	A big disappointment , all around .	N/A	O O O O O O O
1119578:3	drinks style_options	A big disappointment , all around .	N/A	O O O O O O O
1119578:3	drinks prices	A big disappointment , all around .	N/A	O O O O O O O
1119578:3	restaurant prices	A big disappointment , all around .	N/A	O O O O O O O
1119578:3	restaurant miscellaneous	A big disappointment , all around .	N/A	O O O O O O O
1119578:3	ambience general	A big disappointment , all around .	N/A	O O O O O O O
1119578:3	food prices	A big disappointment , all around .	N/A	O O O O O O O
1119578:3	location general	A big disappointment , all around .	N/A	O O O O O O O
1119578:3	drinks quality	A big disappointment , all around .	N/A	O O O O O O O
1123262:0	restaurant general	I think I ' ve had some the best meals of my life at minnow .	N/A	O O O O O O O O O O O O O O O O
1123262:0	service general	I think I ' ve had some the best meals of my life at minnow .	N/A	O O O O O O O O O O O O O O O O
1123262:0	food quality	I think I ' ve had some the best meals of my life at minnow .	positive	O O O O O O O O O T O O O O O O
1123262:0	food style_options	I think I ' ve had some the best meals of my life at minnow .	N/A	O O O O O O O O O O O O O O O O
1123262:0	drinks style_options	I think I ' ve had some the best meals of my life at minnow .	N/A	O O O O O O O O O O O O O O O O
1123262:0	drinks prices	I think I ' ve had some the best meals of my life at minnow .	N/A	O O O O O O O O O O O O O O O O
1123262:0	restaurant prices	I think I ' ve had some the best meals of my life at minnow .	N/A	O O O O O O O O O O O O O O O O
1123262:0	restaurant miscellaneous	I think I ' ve had some the best meals of my life at minnow .	N/A	O O O O O O O O O O O O O O O O
1123262:0	ambience general	I think I ' ve had some the best meals of my life at minnow .	N/A	O O O O O O O O O O O O O O O O
1123262:0	food prices	I think I ' ve had some the best meals of my life at minnow .	N/A	O O O O O O O O O O O O O O O O
1123262:0	location general	I think I ' ve had some the best meals of my life at minnow .	N/A	O O O O O O O O O O O O O O O O
1123262:0	drinks quality	I think I ' ve had some the best meals of my life at minnow .	N/A	O O O O O O O O O O O O O O O O
1123262:1	restaurant general	The seafood is amazing , there ' s a good wine list , and the ever - changing menu always offers some great surprises .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O
1123262:1	service general	The seafood is amazing , there ' s a good wine list , and the ever - changing menu always offers some great surprises .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O
1123262:1	food quality	The seafood is amazing , there ' s a good wine list , and the ever - changing menu always offers some great surprises .	positive	O T O O O O O O O O O O O O O O O O O O O O O O O
1123262:1	food style_options	The seafood is amazing , there ' s a good wine list , and the ever - changing menu always offers some great surprises .	positive	O O O O O O O O O O O O O O O O O O T O O O O O O
1123262:1	drinks style_options	The seafood is amazing , there ' s a good wine list , and the ever - changing menu always offers some great surprises .	positive	O O O O O O O O O O T T O O O O O O O O O O O O O
1123262:1	drinks prices	The seafood is amazing , there ' s a good wine list , and the ever - changing menu always offers some great surprises .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O
1123262:1	restaurant prices	The seafood is amazing , there ' s a good wine list , and the ever - changing menu always offers some great surprises .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O
1123262:1	restaurant miscellaneous	The seafood is amazing , there ' s a good wine list , and the ever - changing menu always offers some great surprises .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O
1123262:1	ambience general	The seafood is amazing , there ' s a good wine list , and the ever - changing menu always offers some great surprises .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O
1123262:1	food prices	The seafood is amazing , there ' s a good wine list , and the ever - changing menu always offers some great surprises .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O
1123262:1	location general	The seafood is amazing , there ' s a good wine list , and the ever - changing menu always offers some great surprises .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O
1123262:1	drinks quality	The seafood is amazing , there ' s a good wine list , and the ever - changing menu always offers some great surprises .	N/A	O O O O O O O O O O O O O O O O O O O O O O O O O
1123262:2	restaurant general	The combination of super - fresh ingredients in the dishes are unusual but really delicious .	N/A	O O O O O O O O O O O O O O O O
1123262:2	service general	The combination of super - fresh ingredients in the dishes are unusual but really delicious .	N/A	O O O O O O O O O O O O O O O O
1123262:2	food quality	The combination of super - fresh ingredients in the dishes are unusual but really delicious .	positive	O O O O O O T O O O O O O O O O
1123262:2	food style_options	The combination of super - fresh ingredients in the dishes are unusual but really delicious .	N/A	O O O O O O O O O O O O O O O O
1123262:2	drinks style_options	The combination of super - fresh ingredients in the dishes are unusual but really delicious .	N/A	O O O O O O O O O O O O O O O O
1123262:2	drinks prices	The combination of super - fresh ingredients in the dishes are unusual but really delicious .	N/A	O O O O O O O O O O O O O O O O
1123262:2	restaurant prices	The combination of super - fresh ingredients in the dishes are unusual but really delicious .	N/A	O O O O O O O O O O O O O O O O
1123262:2	restaurant miscellaneous	The combination of super - fresh ingredients in the dishes are unusual but really delicious .	N/A	O O O O O O O O O O O O O O O O
1123262:2	ambience general	The combination of super - fresh ingredients in the dishes are unusual but really delicious .	N/A	O O O O O O O O O O O O O O O O
1123262:2	food prices	The combination of super - fresh ingredients in the dishes are unusual but really delicious .	N/A	O O O O O O O O O O O O O O O O
1123262:2	location general	The combination of super - fresh ingredients in the dishes are unusual but really delicious .	N/A	O O O O O O O O O O O O O O O O
1123262:2	drinks quality	The combination of super - fresh ingredients in the dishes are unusual but really delicious .	N/A	O O O O O O O O O O O O O O O O
1123262:3	restaurant general	Worth the trip from Manhattan .	positive	O O O O O O
1123262:3	service general	Worth the trip from Manhattan .	N/A	O O O O O O
1123262:3	food quality	Worth the trip from Manhattan .	N/A	O O O O O O
1123262:3	food style_options	Worth the trip from Manhattan .	N/A	O O O O O O
1123262:3	drinks style_options	Worth the trip from Manhattan .	N/A	O O O O O O
1123262:3	drinks prices	Worth the trip from Manhattan .	N/A	O O O O O O
1123262:3	restaurant prices	Worth the trip from Manhattan .	N/A	O O O O O O
1123262:3	restaurant miscellaneous	Worth the trip from Manhattan .	N/A	O O O O O O
1123262:3	ambience general	Worth the trip from Manhattan .	N/A	O O O O O O
1123262:3	food prices	Worth the trip from Manhattan .	N/A	O O O O O O
1123262:3	location general	Worth the trip from Manhattan .	N/A	O O O O O O
1123262:3	drinks quality	Worth the trip from Manhattan .	N/A	O O O O O O
1125006:1	restaurant general	Best Pastrami I ever had and great portion without being ridiculous .	N/A	O O O O O O O O O O O O
1125006:1	service general	Best Pastrami I ever had and great portion without being ridiculous .	N/A	O O O O O O O O O O O O
1125006:1	food quality	Best Pastrami I ever had and great portion without being ridiculous .	positive	O T O O O O O O O O O O
1125006:1	food style_options	Best Pastrami I ever had and great portion without being ridiculous .	positive	O O O O O O O T O O O O
1125006:1	drinks style_options	Best Pastrami I ever had and great portion without being ridiculous .	N/A	O O O O O O O O O O O O
1125006:1	drinks prices	Best Pastrami I ever had and great portion without being ridiculous .	N/A	O O O O O O O O O O O O
1125006:1	restaurant prices	Best Pastrami I ever had and great portion without being ridiculous .	N/A	O O O O O O O O O O O O
1125006:1	restaurant miscellaneous	Best Pastrami I ever had and great portion without being ridiculous .	N/A	O O O O O O O O O O O O
1125006:1	ambience general	Best Pastrami I ever had and great portion without being ridiculous .	N/A	O O O O O O O O O O O O
1125006:1	food prices	Best Pastrami I ever had and great portion without being ridiculous .	N/A	O O O O O O O O O O O O
1125006:1	location general	Best Pastrami I ever had and great portion without being ridiculous .	N/A	O O O O O O O O O O O O
1125006:1	drinks quality	Best Pastrami I ever had and great portion without being ridiculous .	N/A	O O O O O O O O O O O O
1125006:3	restaurant general	My wife had the fried shrimp which are huge and loved it .	N/A	O O O O O O O O O O O O O
1125006:3	service general	My wife had the fried shrimp which are huge and loved it .	N/A	O O O O O O O O O O O O O
1125006:3	food quality	My wife had the fried shrimp which are huge and loved it .	positive	O O O O T T O O O O O O O
1125006:3	food style_options	My wife had the fried shrimp which are huge and loved it .	positive	O O O O T T O O O O O O O
1125006:3	drinks style_options	My wife had the fried shrimp which are huge and loved it .	N/A	O O O O O O O O O O O O O
1125006:3	drinks prices	My wife had the fried shrimp which are huge and loved it .	N/A	O O O O O O O O O O O O O
1125006:3	restaurant prices	My wife had the fried shrimp which are huge and loved it .	N/A	O O O O O O O O O O O O O
1125006:3	restaurant miscellaneous	My wife had the fried shrimp which are huge and loved it .	N/A	O O O O O O O O O O O O O
1125006:3	ambience general	My wife had the fried shrimp which are huge and loved it .	N/A	O O O O O O O O O O O O O
